datetime,open,high,low,close,volume,symbol
2026-01-02 00:00:00,1004.97,1007.04,995.25,997.09,6523029,NIFTY 200
2026-01-05 00:00:00,1002.79,1017.95,994.08,998.46,4474830,NIFTY 200
2026-01-06 00:00:00,1002.42,1031.12,976.55,1009.94,4437712,NIFTY 200
2026-01-07 00:00:00,995.72,1006.86,985.17,1002.2,2860379,NIFTY 200
2026-01-08 00:00:00,1000.68,1022.05,992.51,1010.45,5110922,NIFTY 200
2026-01-09 00:00:00,994.0,1008.21,989.63,997.81,4364440,NIFTY 200
2026-01-12 00:00:00,999.87,1015.73,987.53,996.32,3779156,NIFTY 200
2026-01-13 00:00:00,1027.78,1045.69,1024.5,1044.03,5881761,NIFTY 200
2026-01-14 00:00:00,998.84,1003.36,976.67,998.79,4280155,NIFTY 200
2026-01-15 00:00:00,986.53,999.74,969.57,993.77,5134428,NIFTY 200
2026-01-16 00:00:00,993.23,1002.41,977.77,996.77,5931280,NIFTY 200
2026-01-19 00:00:00,997.93,1007.28,975.31,977.34,6099646,NIFTY 200
2026-01-20 00:00:00,988.94,1006.88,976.75,1003.48,6356240,NIFTY 200
2026-01-21 00:00:00,989.62,990.76,975.03,983.86,5795595,NIFTY 200
2026-01-22 00:00:00,999.64,1023.11,960.35,961.94,5821902,NIFTY 200
2026-01-23 00:00:00,985.81,1001.45,972.26,979.54,5019000,NIFTY 200
2026-01-26 00:00:00,1014.78,1022.55,1002.65,1021.15,4498242,NIFTY 200
2026-01-27 00:00:00,1005.01,1022.39,1001.16,1005.12,5314512,NIFTY 200
2026-01-28 00:00:00,1000.97,1015.5,990.44,996.15,4672337,NIFTY 200
2026-01-29 00:00:00,1012.74,1017.12,972.91,982.73,5345517,NIFTY 200
2026-01-30 00:00:00,996.57,1008.61,994.15,1001.65,5404050,NIFTY 200
2026-02-02 00:00:00,990.57,1011.63,990.29,996.71,3326495,NIFTY 200
2026-02-03 00:00:00,1000.6,1037.55,997.72,1003.49,5301547,NIFTY 200
2026-02-04 00:00:00,1003.4,1003.51,991.89,1000.74,3850207,NIFTY 200
2026-02-05 00:00:00,1007.91,1021.55,986.87,1008.84,3598148,NIFTY 200
2026-02-06 00:00:00,991.19,992.35,983.79,985.39,5923162,NIFTY 200
2026-02-09 00:00:00,1001.0,1008.55,977.74,997.62,5068562,NIFTY 200
2026-02-10 00:00:00,1005.36,1019.08,996.06,999.22,4839062,NIFTY 200
2026-02-11 00:00:00,992.17,997.0,979.96,993.89,3769135,NIFTY 200
2026-02-12 00:00:00,1013.64,1051.73,1008.77,1047.31,4794133,NIFTY 200
2026-02-13 00:00:00,1002.6,1014.33,984.04,1006.03,3679543,NIFTY 200
2026-02-16 00:00:00,1006.18,1024.43,1002.78,1002.98,5847401,NIFTY 200
2026-02-17 00:00:00,1002.93,1013.65,974.94,1000.18,5473832,NIFTY 200
2026-02-18 00:00:00,1007.35,1021.66,996.08,1015.18,3869571,NIFTY 200
2026-02-19 00:00:00,1009.63,1015.83,997.3,999.04,6896792,NIFTY 200
2026-02-20 00:00:00,986.3,997.88,973.12,988.75,4760405,NIFTY 200
2026-02-23 00:00:00,1000.13,1021.93,996.16,1001.19,7720169,NIFTY 200
2026-02-24 00:00:00,990.37,1005.03,989.74,992.45,4862728,NIFTY 200
2026-02-25 00:00:00,997.77,1008.48,990.67,1007.83,4927171,NIFTY 200
