datetime,open,high,low,close,volume,symbol
2025-01-01 00:00:00,2813.91,2819.72,2786.71,2791.86,6523029,INFY
2025-01-02 00:00:00,2807.81,2850.25,2783.42,2795.67,4474830,INFY
2025-01-03 00:00:00,2806.77,2887.13,2734.33,2827.82,4437712,INFY
2025-01-06 00:00:00,2788.01,2819.2,2758.47,2806.15,2860379,INFY
2025-01-07 00:00:00,2801.89,2861.73,2779.03,2829.27,5110922,INFY
2025-01-08 00:00:00,2783.19,2822.99,2770.97,2793.86,4364440,INFY
2025-01-09 00:00:00,2799.62,2844.05,2765.08,2789.69,3779156,INFY
2025-01-10 00:00:00,2877.79,2927.93,2868.61,2923.29,5881761,INFY
2025-01-13 00:00:00,2796.76,2809.41,2734.66,2796.61,4280155,INFY
2025-01-14 00:00:00,2762.29,2799.28,2714.81,2782.57,5134428,INFY
2025-01-15 00:00:00,2781.05,2806.74,2737.74,2790.96,5931280,INFY
2025-01-16 00:00:00,2794.2,2820.39,2730.86,2736.55,6099646,INFY
2025-01-17 00:00:00,2769.02,2819.26,2734.9,2809.75,6356240,INFY
2025-01-20 00:00:00,2770.94,2774.12,2730.08,2754.8,5795595,INFY
2025-01-21 00:00:00,2799.0,2864.71,2688.97,2693.43,5821902,INFY
2025-01-22 00:00:00,2760.27,2804.06,2722.33,2742.7,5019000,INFY
2025-01-23 00:00:00,2841.38,2863.15,2807.42,2859.23,4498242,INFY
2025-01-24 00:00:00,2814.04,2862.68,2803.24,2814.33,5314512,INFY
2025-01-27 00:00:00,2802.72,2843.4,2773.23,2789.23,4672337,INFY
2025-01-28 00:00:00,2835.66,2847.93,2724.15,2751.64,5345517,INFY
2025-01-29 00:00:00,2790.4,2824.1,2783.63,2804.63,5404050,INFY
2025-01-30 00:00:00,2773.59,2832.56,2772.82,2790.79,3326495,INFY
2025-01-31 00:00:00,2801.69,2905.14,2793.61,2809.77,5301547,INFY
