datetime,open,high,low,close,volume,symbol
2026-01-02 00:00:00,824.07,825.77,816.11,817.61,6523029,SBIN
2026-01-02 00:00:00,2713.41,2719.01,2687.18,2692.15,6523029,RELIANCE
2026-01-02 00:00:00,1004.97,1007.04,995.25,997.09,6523029,PARAGON
2026-01-05 00:00:00,822.29,834.72,815.14,818.73,4474830,SBIN
2026-01-05 00:00:00,2707.53,2748.46,2684.01,2695.83,4474830,RELIANCE
2026-01-05 00:00:00,1002.79,1017.95,994.08,998.46,4474830,PARAGON
2026-01-06 00:00:00,821.98,845.52,800.77,828.15,4437712,SBIN
2026-01-06 00:00:00,2706.53,2784.02,2636.67,2726.83,4437712,RELIANCE
2026-01-06 00:00:00,1002.42,1031.12,976.55,1009.94,4437712,PARAGON
2026-01-07 00:00:00,816.49,825.62,807.84,821.8,2860379,SBIN
2026-01-07 00:00:00,2688.44,2718.51,2659.96,2705.93,2860379,RELIANCE
2026-01-07 00:00:00,995.72,1006.86,985.17,1002.2,2860379,PARAGON
2026-01-08 00:00:00,820.55,838.08,813.86,828.57,5110922,SBIN
2026-01-08 00:00:00,2701.82,2759.53,2679.78,2728.23,5110922,RELIANCE
2026-01-08 00:00:00,1000.68,1022.05,992.51,1010.45,5110922,PARAGON
2026-01-09 00:00:00,815.08,826.73,811.5,818.2,4364440,SBIN
2026-01-09 00:00:00,2683.79,2722.16,2672.01,2694.08,4364440,RELIANCE
2026-01-09 00:00:00,994.0,1008.21,989.63,997.81,4364440,PARAGON
2026-01-12 00:00:00,819.89,832.9,809.77,816.98,3779156,SBIN
2026-01-12 00:00:00,2699.64,2742.47,2666.32,2690.06,3779156,RELIANCE
2026-01-12 00:00:00,999.87,1015.73,987.53,996.32,3779156,PARAGON
2026-01-13 00:00:00,842.78,857.46,840.09,856.11,5881761,SBIN
2026-01-13 00:00:00,2775.01,2823.36,2766.16,2818.89,5881761,RELIANCE
2026-01-13 00:00:00,1027.78,1045.69,1024.5,1044.03,5881761,PARAGON
2026-01-14 00:00:00,819.05,822.76,800.87,819.01,4280155,SBIN
2026-01-14 00:00:00,2696.88,2709.07,2637.0,2696.73,4280155,RELIANCE
2026-01-14 00:00:00,998.84,1003.36,976.67,998.79,4280155,PARAGON
2026-01-15 00:00:00,808.96,819.79,795.05,814.9,5134428,SBIN
2026-01-15 00:00:00,2663.64,2699.3,2617.85,2683.19,5134428,RELIANCE
2026-01-15 00:00:00,986.53,999.74,969.57,993.77,5134428,PARAGON
2026-01-16 00:00:00,814.45,821.97,801.77,817.35,5931280,SBIN
2026-01-16 00:00:00,2681.72,2706.5,2639.97,2691.28,5931280,RELIANCE
2026-01-16 00:00:00,993.23,1002.41,977.77,996.77,5931280,PARAGON
2026-01-19 00:00:00,818.3,825.97,799.75,801.42,6099646,SBIN
2026-01-19 00:00:00,2694.41,2719.66,2633.33,2638.81,6099646,RELIANCE
2026-01-19 00:00:00,997.93,1007.28,975.31,977.34,6099646,PARAGON
2026-01-20 00:00:00,810.93,825.64,800.93,822.85,6356240,SBIN
2026-01-20 00:00:00,2670.13,2718.58,2637.22,2709.4,6356240,RELIANCE
2026-01-20 00:00:00,988.94,1006.88,976.75,1003.48,6356240,PARAGON
2026-01-21 00:00:00,811.49,812.42,799.52,806.76,5795595,SBIN
2026-01-21 00:00:00,2671.98,2675.05,2632.57,2656.41,5795595,RELIANCE
2026-01-21 00:00:00,989.62,990.76,975.03,983.86,5795595,PARAGON
2026-01-22 00:00:00,819.71,838.95,787.48,788.79,5821902,SBIN
2026-01-22 00:00:00,2699.03,2762.4,2592.93,2597.24,5821902,RELIANCE
2026-01-22 00:00:00,999.64,1023.11,960.35,961.94,5821902,PARAGON
2026-01-23 00:00:00,808.37,821.19,797.25,803.22,5019000,SBIN
2026-01-23 00:00:00,2661.69,2703.91,2625.1,2644.75,5019000,RELIANCE
2026-01-23 00:00:00,985.81,1001.45,972.26,979.54,5019000,PARAGON
2026-01-26 00:00:00,832.12,838.49,822.17,837.35,4498242,SBIN
2026-01-26 00:00:00,2739.9,2760.89,2707.16,2757.12,4498242,RELIANCE
2026-01-26 00:00:00,1014.78,1022.55,1002.65,1021.15,4498242,PARAGON
2026-01-27 00:00:00,824.11,838.36,820.95,824.2,5314512,SBIN
2026-01-27 00:00:00,2713.54,2760.45,2703.13,2713.82,5314512,RELIANCE
2026-01-27 00:00:00,1005.01,1022.39,1001.16,1005.12,5314512,PARAGON
2026-01-28 00:00:00,820.8,832.71,812.16,816.84,4672337,SBIN
2026-01-28 00:00:00,2702.62,2741.85,2674.19,2689.61,4672337,RELIANCE
2026-01-28 00:00:00,1000.97,1015.5,990.44,996.15,4672337,PARAGON
2026-01-29 00:00:00,830.44,834.04,797.79,805.84,5345517,SBIN
2026-01-29 00:00:00,2734.39,2746.21,2626.86,2653.37,5345517,RELIANCE
2026-01-29 00:00:00,1012.74,1017.12,972.91,982.73,5345517,PARAGON
2026-01-30 00:00:00,817.19,827.06,815.21,821.35,5404050,SBIN
2026-01-30 00:00:00,2690.75,2723.24,2684.21,2704.46,5404050,RELIANCE
2026-01-30 00:00:00,996.57,1008.61,994.15,1001.65,5404050,PARAGON
