datetime,open,high,low,close,volume,symbol
2026-01-02 00:00:00,824.07,825.77,816.11,817.61,6523029,SBIN
2026-01-05 00:00:00,822.29,834.72,815.14,818.73,4474830,SBIN
2026-01-06 00:00:00,821.98,845.52,800.77,828.15,4437712,SBIN
2026-01-07 00:00:00,816.49,825.62,807.84,821.8,2860379,SBIN
2026-01-08 00:00:00,820.55,838.08,813.86,828.57,5110922,SBIN
2026-01-09 00:00:00,815.08,826.73,811.5,818.2,4364440,SBIN
2026-01-12 00:00:00,819.89,832.9,809.77,816.98,3779156,SBIN
2026-01-13 00:00:00,842.78,857.46,840.09,856.11,5881761,SBIN
2026-01-14 00:00:00,819.05,822.76,800.87,819.01,4280155,SBIN
2026-01-15 00:00:00,808.96,819.79,795.05,814.9,5134428,SBIN
2026-01-16 00:00:00,814.45,821.97,801.77,817.35,5931280,SBIN
2026-01-19 00:00:00,818.3,825.97,799.75,801.42,6099646,SBIN
2026-01-20 00:00:00,810.93,825.64,800.93,822.85,6356240,SBIN
2026-01-21 00:00:00,811.49,812.42,799.52,806.76,5795595,SBIN
2026-01-22 00:00:00,819.71,838.95,787.48,788.79,5821902,SBIN
2026-01-23 00:00:00,808.37,821.19,797.25,803.22,5019000,SBIN
2026-01-26 00:00:00,832.12,838.49,822.17,837.35,4498242,SBIN
2026-01-27 00:00:00,824.11,838.36,820.95,824.2,5314512,SBIN
2026-01-28 00:00:00,820.8,832.71,812.16,816.84,4672337,SBIN
2026-01-29 00:00:00,830.44,834.04,797.79,805.84,5345517,SBIN
2026-01-30 00:00:00,817.19,827.06,815.21,821.35,5404050,SBIN
