datetime,open,high,low,close,volume,symbol
2025-01-01 00:00:00,1874.0,1892.95,1874.0,1882.5,1838368,INFY
2025-01-02 00:00:00,1887.0,1962.65,1885.3,1957.85,7083645,INFY
2025-01-03 00:00:00,1952.95,1952.95,1922.0,1938.75,6218003,INFY
2025-01-06 00:00:00,1952.0,1973.0,1928.0,1937.85,7164403,INFY
2025-01-07 00:00:00,1945.0,1958.55,1923.65,1930.85,4294832,INFY
2025-01-08 00:00:00,1930.0,1938.6,1888.75,1933.15,5482050,INFY
2025-01-09 00:00:00,1934.05,1951.85,1910.55,1917.3,6833503,INFY
2025-01-10 00:00:00,1937.0,1977.8,1932.25,1966.95,8036913,INFY
2025-01-13 00:00:00,1956.0,1982.8,1949.0,1962.2,5804152,INFY
2025-01-14 00:00:00,1968.85,1971.8,1931.1,1940.05,5792162,INFY
2025-01-15 00:00:00,1947.0,1958.05,1937.1,1949.65,2985439,INFY
2025-01-16 00:00:00,1965.95,1966.95,1916.85,1928.45,7533579,INFY
2025-01-17 00:00:00,1851.0,1858.0,1812.0,1815.45,16409953,INFY
2025-01-20 00:00:00,1822.95,1827.95,1793.15,1813.3,4333011,INFY
2025-01-21 00:00:00,1819.05,1831.65,1793.05,1800.7,7169109,INFY
2025-01-22 00:00:00,1807.4,1865.8,1805.15,1856.45,8373913,INFY
2025-01-23 00:00:00,1858.0,1879.55,1852.7,1865.45,5907471,INFY
2025-01-24 00:00:00,1865.5,1894.9,1864.25,1875.45,4887027,INFY
2025-01-27 00:00:00,1848.75,1863.0,1812.0,1822.0,7652371,INFY
2025-01-28 00:00:00,1830.0,1863.5,1824.9,1829.75,6999495,INFY
2025-01-29 00:00:00,1845.0,1888.65,1840.5,1881.25,5145155,INFY
2025-01-30 00:00:00,1873.15,1887.2,1844.0,1859.95,7336056,INFY
2025-01-31 00:00:00,1871.0,1897.45,1871.0,1879.8,5820470,INFY
2025-02-01 00:00:00,1880.3,1890.6,1846.0,1863.0,1686785,INFY
2025-02-03 00:00:00,1836.0,1876.55,1832.4,1863.3,4823228,INFY
2025-02-04 00:00:00,1889.0,1911.2,1875.0,1898.8,7334787,INFY
2025-02-05 00:00:00,1906.0,1919.7,1894.3,1897.05,4996744,INFY
2025-02-06 00:00:00,1917.0,1924.0,1900.0,1915.65,4765255,INFY
2025-02-07 00:00:00,1919.3,1923.7,1889.45,1903.65,4126260,INFY
2025-02-10 00:00:00,1905.0,1905.0,1878.6,1880.3,3828734,INFY
2025-02-11 00:00:00,1883.1,1903.0,1870.0,1875.65,4411601,INFY
2025-02-12 00:00:00,1885.0,1894.6,1847.0,1863.15,5633947,INFY
2025-02-13 00:00:00,1868.5,1873.5,1835.65,1843.25,5237744,INFY
2025-02-14 00:00:00,1854.0,1859.3,1828.35,1856.4,5292961,INFY
2025-02-17 00:00:00,1838.55,1852.75,1822.15,1842.3,4428956,INFY
2025-02-18 00:00:00,1842.3,1861.65,1837.6,1851.95,4365260,INFY
2025-02-19 00:00:00,1847.4,1849.2,1805.9,1810.8,4611411,INFY
2025-02-20 00:00:00,1805.55,1831.0,1805.55,1825.15,2218020,INFY
2025-02-21 00:00:00,1821.8,1829.85,1806.2,1815.0,3379879,INFY
2025-02-24 00:00:00,1800.05,1808.0,1750.25,1764.1,7594720,INFY
2025-02-25 00:00:00,1745.15,1778.45,1745.15,1767.7,5092963,INFY
2025-02-27 00:00:00,1755.2,1775.85,1751.1,1764.3,5757079,INFY
2025-02-28 00:00:00,1755.05,1755.1,1682.45,1687.7,12182167,INFY
2025-03-03 00:00:00,1692.3,1728.6,1692.3,1708.6,7504969,INFY
2025-03-04 00:00:00,1695.0,1699.0,1670.0,1688.3,6759673,INFY
2025-03-05 00:00:00,1692.45,1732.95,1692.45,1711.5,8180782,INFY
2025-03-06 00:00:00,1715.0,1722.3,1691.1,1715.85,10610547,INFY
2025-03-07 00:00:00,1703.1,1705.0,1675.5,1686.0,8019331,INFY
2025-03-10 00:00:00,1686.0,1719.0,1676.2,1701.45,7558981,INFY
2025-03-11 00:00:00,1680.0,1680.0,1637.05,1661.6,12671234,INFY
2025-03-12 00:00:00,1636.9,1636.9,1563.8,1590.85,14870008,INFY
2025-03-13 00:00:00,1599.25,1606.05,1570.3,1579.85,7822888,INFY
2025-03-17 00:00:00,1545.15,1594.0,1545.15,1590.05,7526032,INFY
2025-03-18 00:00:00,1597.65,1612.9,1582.35,1609.35,6298054,INFY
2025-03-19 00:00:00,1603.0,1603.0,1572.8,1586.55,7387068,INFY
2025-03-20 00:00:00,1592.0,1631.9,1592.0,1615.55,7186750,INFY
2025-03-21 00:00:00,1577.95,1603.9,1563.65,1592.55,10074677,INFY
2025-03-24 00:00:00,1597.95,1607.1,1572.7,1592.75,8857726,INFY
2025-03-25 00:00:00,1605.0,1636.15,1605.0,1628.45,9890140,INFY
2025-03-26 00:00:00,1626.0,1637.75,1595.0,1599.45,6651302,INFY
2025-03-27 00:00:00,1595.55,1619.95,1586.0,1603.55,9426573,INFY
2025-03-28 00:00:00,1590.0,1598.45,1560.0,1570.65,6799047,INFY
2025-04-01 00:00:00,1539.25,1547.4,1517.85,1526.5,12680733,INFY
